Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
Bobby Murcer,29,26,17,29,27.9,28.4,54.8,1908,6730,972,1862,252,1043,127,862,0.277,0.357,0.445,0.802,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8D756/4,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,5,0.294117647058824,0,1,0,0,0,0,0,0,0,0,1989,3,447
Gene Tenace,7,30,15,44.3,33,38.7,40.7,1555,4390,653,1060,201,674,36,984,0.241,0.388,0.429,0.817,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2*3/594D7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1989,1,447
Don Money,12,16,16,33.3,25.6,29.5,53.4,1720,6215,798,1623,176,729,80,600,0.261,0.328,0.406,0.734,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54D637,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,1989,1,447
Terry Crowley,0,7,15,1.6,3.1,2.4,55.4,865,1518,174,379,42,229,3,222,0.25,0.345,0.375,0.72,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D93/7,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Richie Zisk,21,20,13,23.1,20.8,22,50.7,1453,5144,681,1477,207,792,8,533,0.287,0.353,0.466,0.818,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D*7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1989,0,447
Rudy May,22,19,16,17.5,17.7,17.6,57.9,536,341,12,42,0,14,0,22,0.123,0.18,0.15,0.33,-4,152,156,3.46,102,1.248,535,360,12,2622,2314,199,958,1760,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Joe Ferguson,5,25,14,19.7,17.7,18.7,40.7,1013,3001,407,719,122,445,22,562,0.24,0.358,0.409,0.767,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*29/73,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Bake McBride,16,18,11,21.2,21.5,21.3,55.4,1071,3853,548,1153,63,430,183,248,0.299,0.345,0.42,0.765,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8/D7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,1,0,1989,0,447
Woodie Fryman,8,13,18,14.9,16.7,15.8,57.9,625,609,22,84,2,25,1,14,0.138,0.158,0.158,0.316,-11,141,155,3.77,96,1.351,625,322,58,2411.1,2367,187,890,1587,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1989,0,447
Bill Robinson,11,10,16,6,9.4,7.7,50.7,1472,4364,536,1127,166,641,71,263,0.258,0.3,0.438,0.738,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9835,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Cesar Geronimo,20,8,15,11.7,12.6,12.1,54.8,1522,3780,460,977,51,392,82,354,0.258,0.325,0.368,0.693,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897/D,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,0,447
Jon Matlack,35,19,13,36.8,35.1,35.9,57.9,362,441,32,57,0,23,0,57,0.129,0.23,0.136,0.366,7,125,126,3.18,114,1.233,361,318,3,2363,2276,161,638,1516,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.230769230769231,0,0,0,0,0,0,0,0,1,0,1989,0,447
Jim Barr,5,10,12,29,27.8,28.4,57.9,481,513,28,83,1,31,2,15,0.162,0.191,0.205,0.396,10,101,112,3.56,105,1.278,454,252,12,2065.1,2170,161,469,741,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Dave Goltz,12,8,12,20.3,23.4,21.8,57.9,356,94,1,10,0,7,0,10,0.106,0.2,0.106,0.306,-10,113,109,3.69,105,1.348,353,264,8,2039.2,2104,149,646,1105,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,447
Willie Stargell,106,44,21,54.2,36.7,45.4,50.7,2360,7927,1195,2232,475,1540,17,937,0.282,0.36,0.529,0.889,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*39/8,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,7,0.333333333333333,0,0,0,0,1,0,0,0,0,1,1988,352,427
Luis Tiant,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.157894736842105,0,0,0,0,0,0,0,0,0,0,1988,132,427
Sparky Lyle,78,18,16,21.8,18.3,20,32.3,899,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,1,0,0,0,1988,56,427
Manny Mota,24,18,20,16.1,13.5,14.8,50.7,1536,3779,496,1149,31,438,50,289,0.304,0.355,0.389,0.744,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*789/542,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1988,18,427
Mark Belanger,59,16,18,37.6,29.9,33.7,52.1,2016,5784,676,1316,20,389,167,576,0.228,0.3,0.28,0.58,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/45,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,1,0.0555555555555556,0,0,0,1,0,0,0,0,0,0,1988,16,427
Lee May,35,21,18,23.9,20.2,22,51.5,2071,7609,959,2031,354,1244,39,487,0.267,0.313,0.459,0.772,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*D79,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1988,3,427
Reggie Smith,65,35,17,60.8,36.9,48.9,55.4,1987,7033,1123,2020,314,1092,137,890,0.287,0.366,0.489,0.855,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*83/5D47,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,7,0.411764705882353,0,1,0,0,0,0,0,0,0,0,1988,3,427
Bill Lee,17,13,14,19.5,19.6,19.6,57.9,419,197,12,41,2,10,0,1,0.208,0.212,0.264,0.476,31,119,90,3.62,108,1.364,416,225,19,1944.1,2122,176,531,713,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.214285714285714,0,0,0,0,0,0,0,0,0,0,1988,3,427
Al Hrabosky,12,23,13,9.7,10.3,10,32.3,546,56,4,8,0,6,0,4,0.143,0.213,0.179,0.392,9,64,35,3.1,122,1.294,545,1,97,722,619,50,315,548,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,427
Doc Medich,9,11,11,17.4,16.4,16.9,57.9,314,54,3,5,0,1,0,4,0.093,0.155,0.093,0.248,-28,124,105,3.78,99,1.332,312,287,2,1996.1,2036,151,624,955,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,427
Grant Jackson,15,11,18,13.1,12.5,12.8,32.3,718,236,20,32,2,17,0,7,0.136,0.164,0.178,0.342,-4,86,75,3.46,105,1.312,692,83,79,1358.2,1272,109,511,889,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,1988,0,427
John Milner,0,12,12,11.1,10.8,10.9,50.7,1215,3436,455,855,131,498,31,504,0.249,0.344,0.413,0.757,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*7/98,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,427
Stan Bahnsen,14,13,16,19.6,20.5,20.1,57.9,575,479,22,56,1,19,0,19,0.117,0.152,0.148,0.3,-13,146,149,3.6,97,1.33,574,327,20,2529,2440,223,924,1359,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1988,0,427
Joe Rudi,28,12,16,22.7,21.9,22.3,50.7,1547,5556,684,1468,179,810,25,369,0.264,0.311,0.427,0.738,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*73D9/85,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,3,0.1875,0,0,1,0,0,0,0,0,0,0,1988,0,427
Randy Jones,30,10,10,15.9,18.7,17.3,57.9,319,599,37,79,0,20,1,22,0.132,0.162,0.145,0.307,-11,100,123,3.42,101,1.251,305,285,2,1933,1915,129,503,735,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,1,0,0,0,1988,0,427
Del Unser,1,8,15,14.4,15.6,15,54.8,1799,5215,617,1344,87,481,64,481,0.258,0.319,0.358,0.677,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8937,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,427
John Mayberry,20,16,15,21.5,21.1,21.3,51.5,1620,5447,733,1379,255,879,20,881,0.253,0.36,0.439,0.799,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1988,0,427
Willie Montanez,22,8,14,-0.7,5.6,2.5,51.5,1632,5843,645,1604,139,802,32,465,0.275,0.327,0.402,0.729,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*389/D7,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,1988,0,427
Ross Grimsley,24,15,11,2.9,8.4,5.6,57.9,346,353,21,45,0,15,0,6,0.127,0.144,0.139,0.283,-19,124,99,3.81,92,1.306,345,295,3,2039.1,2105,202,559,750,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1988,0,427
Larry Hisle,22,18,14,22.7,22.8,22.8,50.7,1197,4205,652,1146,166,674,128,462,0.273,0.347,0.452,0.799,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*7D9,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1988,0,427
Rick Wise,35,22,18,33,26.5,29.7,57.9,511,668,60,130,15,66,0,27,0.195,0.228,0.308,0.537,51,188,181,3.69,101,1.289,506,455,0,3127.1,3227,261,804,1647,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1988,0,427
Jim Spencer,5,5,15,0.1,4.8,2.5,51.5,1553,4908,541,1227,146,599,11,407,0.25,0.307,0.387,0.694,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D/7,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,1,0,0,0,0,0,0,0,1988,0,427
Lynn McGlothen,8,3,11,12.7,15.8,14.3,57.9,320,456,30,79,0,25,0,11,0.173,0.191,0.211,0.402,11,86,93,3.98,94,1.419,318,201,2,1497.2,1553,127,572,939,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1988,0,427
Bobby Bonds,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*98D7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,3,0.214285714285714,0,0,1,0,0,0,0,0,0,0,1987,24,413
Mike Marshall,54,11,14,16.8,19.2,18,32.3,725,179,11,35,1,16,0,17,0.196,0.266,0.218,0.484,38,97,112,3.14,118,1.294,723,24,188,1386.2,1281,79,514,880,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.214285714285714,0,0,0,0,0,0,1,0,0,0,1987,6,413
Sal Bando,35,25,16,57.1,42,49.5,53.4,2019,7060,982,1790,242,1039,75,1031,0.254,0.352,0.408,0.76,119,0,0,6,78,1,1,0,0,3,3,0,0,0,*5D/36471,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,1987,3,413
Steve Stone,25,7,11,15.4,14.9,15.2,57.9,340,219,9,22,0,7,0,11,0.1,0.147,0.11,0.257,-28,107,93,3.97,98,1.355,320,269,1,1788.1,1707,184,716,1065,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,1,0,0,0,1987,0,413
Jerry Grote,27,22,16,13.3,13.2,13.3,40.7,1421,4339,352,1092,39,404,15,399,0.252,0.316,0.326,0.642,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/597,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0,0,0,1987,0,413
Willie McCovey,110,44,22,60.7,43.1,51.9,51.5,2588,8197,1229,2211,521,1555,26,1345,0.27,0.374,0.515,0.889,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*37/9D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,6,0.272727272727273,0,0,0,0,1,0,0,0,1,0,1986,346,425
Tim McCarver,39,25,21,26.2,20,23.1,40.7,1909,5529,590,1501,97,645,61,548,0.271,0.337,0.388,0.725,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/75D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,2,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,1986,16,425
John Hiller,21,15,15,29,25.7,27.4,32.3,546,101,2,11,0,4,0,3,0.109,0.135,0.119,0.253,-27,87,76,2.83,134,1.268,545,43,125,1242,1040,110,535,1036,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,1,1986,11,425
Paul Blair,36,8,17,34.3,33.2,33.7,54.8,1947,6042,776,1513,134,620,171,449,0.25,0.302,0.382,0.684,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897/45D63,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.117647058823529,0,0,0,1,0,0,0,0,0,0,1986,8,425
J.R. Richard,64,24,10,20.7,20.9,20.8,57.9,239,552,39,93,10,50,2,4,0.168,0.176,0.252,0.428,22,107,71,3.15,108,1.243,238,221,0,1606,1227,73,770,1493,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1986,7,425
Willie Horton,30,23,18,22.5,18.6,20.6,50.7,2028,7298,873,1993,325,1163,20,620,0.273,0.332,0.457,0.789,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/5,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,4,0.222222222222222,0,0,0,0,0,0,0,0,0,0,1986,4,425
Manny Sanguillen,33,26,13,25.3,24.9,25.1,40.7,1448,5062,566,1500,65,585,35,223,0.296,0.326,0.398,0.724,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*29D3/7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,3,0.230769230769231,0,0,0,0,0,0,0,0,0,0,1986,2,425
Dave Cash,39,19,12,24.4,20.8,22.6,54.4,1422,5554,732,1571,21,426,120,424,0.283,0.334,0.358,0.692,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,1986,2,425
Jack Billingham,33,15,13,5.1,10,7.6,57.9,476,559,21,62,0,23,0,27,0.111,0.152,0.125,0.277,-21,145,113,3.83,94,1.354,476,305,15,2231.1,2272,176,750,1141,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1986,1,425
Bud Harrelson,19,18,16,18.6,17,17.8,52.1,1533,4744,539,1120,7,267,127,633,0.236,0.327,0.288,0.616,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/57,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,2,0.125,0,1,0,0,0,0,0,0,0,0,1986,1,425
Jose Cardenal,6,17,18,16.9,15.2,16.1,54.8,2017,6964,936,1913,138,775,329,608,0.275,0.333,0.395,0.728,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9*73/546,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,425
Vic Davalillo,12,8,16,14.3,14.3,14.3,54.8,1458,4017,509,1122,36,329,125,212,0.279,0.315,0.364,0.68,94,0,0,Inf,17,NA,2,0,0,0,2,0,2,0,*8973/D1,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0625,0,1,0,0,0,0,0,0,0,0,1986,0,425
Darold Knowles,30,9,16,11,13.9,12.4,32.3,766,125,2,15,0,11,0,9,0.12,0.184,0.136,0.32,-7,66,74,3.12,113,1.361,765,8,143,1092,1006,65,480,681,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,1986,0,425
Lou Brock,152,43,19,42.8,31.1,37,50.7,2616,10332,1610,3023,149,900,938,761,0.293,0.343,0.41,0.753,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*798,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,6,0.315789473684211,0,0,0,0,0,0,0,0,0,0,1985,315,395
Catfish Hunter,134,42,15,36.7,32.5,34.6,57.9,515,658,60,149,6,51,2,8,0.226,0.234,0.287,0.521,52,224,166,3.26,104,1.134,500,476,1,3449.1,2958,374,954,2012,*1/3,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,8,0.533333333333333,0,0,0,0,0,0,0,0,0,0,1985,212,395
Mickey Lolich,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1985,78,395
Ken Holtzman,62,24,15,24.3,22.5,23.4,57.9,456,607,35,99,2,34,0,17,0.163,0.186,0.208,0.393,8,174,150,3.49,105,1.289,451,410,3,2867.1,2787,249,910,1601,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1985,4,395
Andy Messersmith,66,30,12,37.7,32.3,35,57.9,353,729,49,124,5,54,1,46,0.17,0.219,0.232,0.451,29,130,99,2.86,121,1.143,344,295,15,2230.1,1719,174,831,1625,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.333333333333333,0,0,1,0,0,0,0,0,0,0,1985,3,395
Jim Lonborg,44,18,15,11.4,15.6,13.5,57.9,426,770,41,105,3,43,1,51,0.136,0.191,0.175,0.366,3,157,137,3.86,95,1.308,425,368,4,2464.1,2400,233,823,1475,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,1,0,0,0,1985,3,395
Don Kessinger,44,19,16,6.8,10.7,8.7,52.1,2078,7651,899,1931,14,527,100,684,0.252,0.314,0.312,0.626,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/53,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,6,0.375,0,0,1,0,0,0,0,0,0,0,1985,2,395
Rico Carty,32,25,15,29.8,25.2,27.5,50.7,1651,5606,712,1677,204,890,21,642,0.299,0.369,0.464,0.833,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D3/295,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1985,1,395
Jesus Alou,2,6,15,-1,4.5,1.8,55.4,1380,4345,448,1216,32,377,31,138,0.28,0.305,0.353,0.658,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7D/83,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1,395
Dock Ellis,18,15,12,12.6,14.4,13.5,57.9,388,489,42,65,0,23,4,27,0.133,0.178,0.141,0.319,-9,138,119,3.46,104,1.288,345,317,1,2128,2067,140,674,1136,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,1985,1,395
George Scott,44,20,14,32,27.8,29.9,51.5,2034,7433,957,1992,271,1051,69,699,0.268,0.333,0.435,0.767,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.214285714285714,0,0,0,1,0,0,0,0,0,0,1985,0,395
Ed Kranepool,6,6,18,2.2,7.9,5,51.5,1853,5436,536,1418,118,614,15,454,0.261,0.316,0.377,0.693,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*379/8,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,1985,0,395
Bobby Tolan,19,8,13,9.2,16.3,12.8,54.8,1282,4238,572,1121,86,497,193,258,0.265,0.314,0.382,0.696,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*973,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,395
Roy White,18,22,15,43,34.9,39,50.7,1881,6650,964,1803,160,758,233,934,0.271,0.36,0.404,0.764,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D89/534,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1985,0,395
Wilbur Wood,65,21,17,47.2,43.7,45.4,57.9,651,322,11,27,0,13,1,20,0.084,0.14,0.09,0.23,-33,164,156,3.24,114,1.232,651,297,57,2684,2582,209,724,1411,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.176470588235294,0,0,0,0,0,0,0,0,0,0,1984,14,403
Jim Fregosi,21,21,18,45.5,38.9,42.2,52.1,1902,6523,844,1726,151,706,76,715,0.265,0.338,0.398,0.736,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*635D/74,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,6,0.333333333333333,0,1,0,0,0,0,0,0,0,0,1984,4,403
Jim Bouton,26,9,10,6,8.8,7.4,57.9,307,347,8,35,0,21,0,14,0.101,0.142,0.11,0.252,-28,62,63,3.57,99,1.264,304,144,6,1238.2,1131,127,435,720,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1984,3,403
Davey Johnson,38,19,13,25,21.3,23.1,54.4,1435,4797,564,1252,136,609,33,559,0.261,0.34,0.404,0.744,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4365,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,4,0.307692307692308,0,0,1,0,0,0,0,0,0,0,1984,3,403
Mickey Stanley,10,8,15,14.3,12.8,13.5,54.8,1516,5022,641,1243,117,500,44,371,0.248,0.298,0.377,0.675,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*83967/5D4,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,2,403
Clay Carroll,55,18,15,16.5,15.8,16.2,32.3,731,208,17,27,1,7,0,7,0.13,0.158,0.144,0.302,-15,96,73,2.94,121,1.284,731,28,143,1353.1,1296,67,442,681,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1984,1,403
Nelson Briles,25,14,14,19,17.8,18.4,57.9,452,469,29,72,3,29,0,21,0.154,0.192,0.2,0.392,12,129,112,3.44,103,1.273,452,279,22,2111.2,2141,186,547,1163,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,403
Bob Bailey,0,16,17,25.9,21.5,23.7,53.4,1931,6082,772,1564,189,773,85,852,0.257,0.347,0.403,0.75,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*73D/689,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,403
Ron Fairly,15,23,21,31.7,22.2,26.9,51.5,2442,7184,931,1913,215,1044,35,1052,0.266,0.36,0.408,0.768,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*978D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,2,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,1984,0,403
Jim Colborn,13,6,10,14,14.8,14.4,57.9,302,55,0,4,0,1,0,2,0.073,0.105,0.109,0.214,-39,83,88,3.8,98,1.311,301,204,7,1597.1,1619,153,475,688,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1984,0,403
